note_id,content,sentiment_class,last_modify_ts_y,create_time,type,liked_count,comment_count
644085280000000027000968,这些有不免费，，，推荐有啥用，，，,negative,1726237235016,1705485745000,normal,3.8万,537
644085280000000027000968,sd没有midjourney 排名高我是没想到的,negative,1726237235016,1705423889000,normal,3.8万,537
644085280000000027000968,如果用来做制作文件的设计图应该用哪个呀？,positive,1726237235016,1705422192000,normal,3.8万,537
644085280000000027000968,pebblely谁用过吗，，感觉这么换场景比SD方便呢,negative,1726237235016,1705364132000,normal,3.8万,537
644085280000000027000968,请问这里面有哪些是画出来可以商用的,negative,1726237235016,1704992402000,normal,3.8万,537
644085280000000027000968,想问问如何可以令到Ai 懂我的描述吗？,negative,1726237235016,1704903579000,normal,3.8万,537
644085280000000027000968,@都市裱糊匠,positive,1726237235016,1704724063000,normal,3.8万,537
644085280000000027000968,这些跑出来的图能商用吗？,positive,1726237235016,1704636082000,normal,3.8万,537
644085280000000027000968,怎么下载啊,negative,1726237235016,1704530724000,normal,3.8万,537
644085280000000027000968,此软件哪里下载呢,negative,1726237235016,1704355099000,normal,3.8万,537
644085280000000027000968,请问生成海报用哪个比较好,negative,1726237235016,1704328845000,normal,3.8万,537
644085280000000027000968,请问做这种海报用哪个软件比较好,negative,1726237235016,1704009125000,normal,3.8万,537
644085280000000027000968,好问哪个能在大陆用,positive,1726237235016,1703691357000,normal,3.8万,537
644085280000000027000968,我之前按照别的教程使用，到生成图片的时候卡住了,negative,1726237235016,1703575017000,normal,3.8万,537
644085280000000027000968,好像都不更下载,negative,1726237235016,1703052570000,normal,3.8万,537
644085280000000027000968,软装设计，请问用哪种好啊,neutral,1726237235016,1702972747000,normal,3.8万,537
644085280000000027000968,sd没有midjourney 排名高我是没想到,negative,1726237235016,1702527392000,normal,3.8万,537
644085280000000027000968,APP里搜不到啊,negative,1726237235016,1702307246000,normal,3.8万,537
644085280000000027000968,或者资源,positive,1726237235016,1702278872000,normal,3.8万,537
644085280000000027000968,不错,positive,1726237235016,1702124782000,normal,3.8万,537
644085280000000027000968,确实挺不错的,positive,1726237235016,1701831511000,normal,3.8万,537
644085280000000027000968,这些都怎么弄？网址进不去,negative,1726237235016,1701791903000,normal,3.8万,537
644085280000000027000968,我赞同第一个，其他的我不赞同,neutral,1726237235016,1701769149000,normal,3.8万,537
644085280000000027000968,@头头,positive,1726237235016,1701744820000,normal,3.8万,537
644085280000000027000968,@。,neutral,1726237235016,1701744812000,normal,3.8万,537
644085280000000027000968,那个AI软件可以在平板上下载,neutral,1726237235016,1701326948000,normal,3.8万,537
644085280000000027000968,想问一下 文旅海报图生图用哪个好些呀,negative,1726237235016,1700835195000,normal,3.8万,537
644085280000000027000968,这个还需要再看看。,neutral,1726237235016,1700832462000,normal,3.8万,537
644085280000000027000968,Stable diffusion,neutral,1726237235016,1700811691000,normal,3.8万,537
644085280000000027000968,这些ipad可以用吗,neutral,1726237235016,1700471005000,normal,3.8万,537
644085280000000027000968,@三分钟热度实践家,positive,1726237235016,1700297278000,normal,3.8万,537
644085280000000027000968,civitai有中文翻译插件吗,positive,1726237235016,1699793158000,normal,3.8万,537
644085280000000027000968,stable  diffusion,neutral,1726237235016,1699544869000,normal,3.8万,537
644085280000000027000968,这就是你的理解？在哪档的文案,positive,1726237235016,1699425497000,normal,3.8万,537
644085280000000027000968,你好，请问这些都要在电脑里下载？有没有手机可以下载的AI绘画APP？,negative,1726237235016,1699407814000,normal,3.8万,537
644085280000000027000968,这都是软件吗,neutral,1726237235016,1699327437000,normal,3.8万,537
644085280000000027000968,有没有那种上传图片给转绘的那种,positive,1726237235016,1699059185000,normal,3.8万,537
644085280000000027000968,为啥不放上网站直达连接,negative,1726237235016,1698979335000,normal,3.8万,537
644085280000000027000968,导出图片的尺寸有多大，适合做海报吗,neutral,1726237235016,1698972873000,normal,3.8万,537
644085280000000027000968,大佬，用来绘制键盘键帽图案的用哪个好？谢谢,positive,1726237235016,1698675783000,normal,3.8万,537
644085280000000027000968,@ㅤㅤ @炭烤小肥肠,neutral,1726237235016,1698636364000,normal,3.8万,537
644085280000000027000968,@每天睡觉,positive,1726237235016,1698246277000,normal,3.8万,537
644085280000000027000968,怎么找呀，找不到有的,negative,1726237235016,1698228173000,normal,3.8万,537
644085280000000027000968,请问谁知道第一个软件怎么收费,negative,1726237235016,1698169276000,normal,3.8万,537
644085280000000027000968,学到了,positive,1726237235016,1698082239000,normal,3.8万,537
644085280000000027000968,可以出手机用的吗,neutral,1726237235016,1698063231000,normal,3.8万,537
644085280000000027000968,包装设计那种比较好,positive,1726237235016,1697861760000,normal,3.8万,537
644085280000000027000968,这些软件苹果能用吗,positive,1726237235016,1697856692000,normal,3.8万,537
644085280000000027000968,有课程吗,positive,1726237235016,1697535601000,normal,3.8万,537
644085280000000027000968,在哪下载,negative,1726237235016,1697503884000,normal,3.8万,537
644085280000000027000968,你好，请问风景的建议用哪个输出会好些呀,negative,1726237235016,1697204108000,normal,3.8万,537
644085280000000027000968,您好，请问如果设计平面卡牌，画风偏西幻，这种是哪个合适呢,positive,1726237235016,1697164605000,normal,3.8万,537
644085280000000027000968,@林泱,positive,1726237235016,1697085465000,normal,3.8万,537
644085280000000027000968,@每日一练 免费网站才是最香的,positive,1726237235016,1696953158000,normal,3.8万,537
644085280000000027000968,游戏人物设计 概念设计推荐哪个软件,positive,1726237235016,1696847154000,normal,3.8万,537
644085280000000027000968,mj我接受不了邀请是要开会员吗,negative,1726237235016,1696816899000,normal,3.8万,537
644085280000000027000968,Mj 要多少电脑配置才能带得动啊,positive,1726237235016,1696746445000,normal,3.8万,537
644085280000000027000968,请问这些都是在哪里下载的呢,negative,1726237235016,1696724598000,normal,3.8万,537
644085280000000027000968,有没有人帮忙下这些软件，1和5，我C出20米报酬，带病毒的不要,negative,1726237235016,1696179327000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1696060750000,normal,3.8万,537
644085280000000027000968,哪个是可以  我自己提供图片还有文字描述让AI融合在一起的？,positive,1726237235016,1695980940000,normal,3.8万,537
644085280000000027000968,怎么下载,negative,1726237235016,1695872596000,normal,3.8万,537
644085280000000027000968,或许，榜单上能否加一下我的名字呢,negative,1726237235016,1695781053000,normal,3.8万,537
644085280000000027000968,第四款收费吗,negative,1726237235016,1695704063000,normal,3.8万,537
644085280000000027000968,这个还需要再看看。,neutral,1726237235016,1695638893000,normal,3.8万,537
644085280000000027000968,制作国画风人物哪个好,positive,1726237235016,1695566606000,normal,3.8万,537
644085280000000027000968,都有中文版的吗？,positive,1726237235016,1695454353000,normal,3.8万,537
644085280000000027000968,服装设计下载哪个呀,negative,1726237235016,1695282358000,normal,3.8万,537
644085280000000027000968,@x,neutral,1726237235016,1695220335000,normal,3.8万,537
644085280000000027000968,你好 请问这种绘图 选择哪个软件比较好,negative,1726237235016,1695023924000,normal,3.8万,537
644085280000000027000968,你好、老师（推荐一个手机上、可以用的、人物绘画、图生图、图换发型）………谢谢,positive,1726237235016,1694349024000,normal,3.8万,537
644085280000000027000968,我有免费的ai绘画软件  但是和midjourney肯定有区别的  免费这种只能拿来练练手,positive,1726237235016,1693810688000,normal,3.8万,537
644085280000000027000968,Midjourney在哪里下载啊,negative,1726237235016,1693456753000,normal,3.8万,537
644085280000000027000968,有人知道其中任何一款的下载渠道吗,neutral,1726237235016,1693284238000,normal,3.8万,537
644085280000000027000968,哪个免费,positive,1726237235016,1692956589000,normal,3.8万,537
644085280000000027000968,苹果商店有吗,positive,1726237235016,1692583252000,normal,3.8万,537
644085280000000027000968,这些软件是不是都要电脑才可以,negative,1726237235016,1692433669000,normal,3.8万,537
644085280000000027000968,在？,neutral,1726237235016,1692033953000,normal,3.8万,537
644085280000000027000968,想做t恤类的图案设计，用哪个好，有使用教程吗,positive,1726237235016,1691584852000,normal,3.8万,537
644085280000000027000968,有没有自己画个大概然后ai出图的,neutral,1726237235016,1691556733000,normal,3.8万,537
644085280000000027000968,在哪里下载呢,negative,1726237235016,1691392968000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1691314931000,normal,3.8万,537
644085280000000027000968,怎么下载啊,negative,1726237235016,1691062933000,normal,3.8万,537
644085280000000027000968,厉害,negative,1726237235016,1690988255000,normal,3.8万,537
644085280000000027000968,好第一个网站,neutral,1726237235016,1690850018000,normal,3.8万,537
644085280000000027000968,Midjourney现在已经不能免费使用了,neutral,1726237235016,1690791802000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1690732347000,normal,3.8万,537
644085280000000027000968,有免费的吗,positive,1726237235016,1690724945000,normal,3.8万,537
644085280000000027000968,设计饰品用哪个,positive,1726237235016,1690688134000,normal,3.8万,537
644085280000000027000968,海报设计用哪个？,negative,1726237235016,1690410944000,normal,3.8万,537
644085280000000027000968,@Sirius,neutral,1726237235016,1690268776000,normal,3.8万,537
644085280000000027000968,怎么下载诶,negative,1726237235016,1690191378000,normal,3.8万,537
644085280000000027000968,可以根据人物小传设计人物形象么,positive,1726237235016,1690096654000,normal,3.8万,537
644085280000000027000968,厚涂插画哪个好用,positive,1726237235016,1689737830000,normal,3.8万,537
644085280000000027000968,只能苹果用么,neutral,1726237235016,1689724357000,normal,3.8万,537
644085280000000027000968,好厉害,neutral,1726237235016,1689641183000,normal,3.8万,537
644085280000000027000968,Stablediffusion,neutral,1726237235016,1689610581000,normal,3.8万,537
644085280000000027000968,婚礼现场有哪个软件比较好,negative,1726237235016,1689590547000,normal,3.8万,537
644085280000000027000968,真的免费？,positive,1726237235016,1689333846000,normal,3.8万,537
644085280000000027000968,国内能用吗,positive,1726237235016,1689260934000,normal,3.8万,537
644085280000000027000968,想做一些盆栽花盆的设计，用哪个比较好呢,positive,1726237235016,1689151486000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1689090333000,normal,3.8万,537
644085280000000027000968,各位，有请下课代表说一下价格表,negative,1726237235016,1688949761000,normal,3.8万,537
644085280000000027000968,有场景的哪个更好,positive,1726237235016,1688861757000,normal,3.8万,537
644085280000000027000968,Midjourney怎么用有教程吗,positive,1726237235016,1688779407000,normal,3.8万,537
644085280000000027000968,在哪下载啊,negative,1726237235016,1688736913000,normal,3.8万,537
644085280000000027000968,iPad可以下载这些软件嘛，第一个我搜不出来,negative,1726237235016,1688559409000,normal,3.8万,537
644085280000000027000968,中国画哪个好一些？,positive,1726237235016,1688551585000,normal,3.8万,537
644085280000000027000968,做营地规划图哪个软件好用,positive,1726237235016,1688523863000,normal,3.8万,537
644085280000000027000968,@晚餐糊弄学,positive,1726237235016,1688361478000,normal,3.8万,537
644085280000000027000968,制作人物卡通形象哪个好？,positive,1726237235016,1688227020000,normal,3.8万,537
644085280000000027000968,这个描述必须用英文吗,neutral,1726237235016,1688163406000,normal,3.8万,537
644085280000000027000968,Ai绘画比所谓的网络画师画的好看亿倍,positive,1726237235016,1688053254000,normal,3.8万,537
644085280000000027000968,显卡不够可以找我部署云上直接用stable diffution奥,positive,1726237235016,1687944189000,normal,3.8万,537
644085280000000027000968,这种软件去哪里下,neutral,1726237235016,1687919981000,normal,3.8万,537
644085280000000027000968,安卓手机可以下载哪个,positive,1726237235016,1687883435000,normal,3.8万,537
644085280000000027000968,ai我用了两个月了，写ppt 文案 视频都是直接起飞,positive,1726237235016,1687851657000,normal,3.8万,537
644085280000000027000968,怎么下载啊,negative,1726237235016,1687848593000,normal,3.8万,537
644085280000000027000968,@暴躁仙人 @无尽夏,positive,1726237235016,1687787039000,normal,3.8万,537
644085280000000027000968,不觉得midjourney就是尸块拼接吗,negative,1726237235016,1687710129000,normal,3.8万,537
644085280000000027000968,@狂暴小狗（上岸版）,positive,1726237235016,1687683027000,normal,3.8万,537
644085280000000027000968,我就知道第一个可以迭代提示作画，其他几个也可以吗？,neutral,1726237235016,1687642256000,normal,3.8万,537
644085280000000027000968,Midjourney可以发网站出来吗，自己搜一大堆乱七八糟的,negative,1726237235016,1687460553000,normal,3.8万,537
644085280000000027000968,你好，产品绘画那个在哪下载,neutral,1726237235016,1687369106000,normal,3.8万,537
644085280000000027000968,那个需要花钱,negative,1726237235016,1687356048000,normal,3.8万,537
644085280000000027000968,建筑设计哪个软件好呀,positive,1726237235016,1687356046000,normal,3.8万,537
644085280000000027000968,哇可以分享一下网页嘛？,positive,1726237235016,1687261078000,normal,3.8万,537
644085280000000027000968,好sd安装包,negative,1726237235016,1687241741000,normal,3.8万,537
644085280000000027000968,有可以生成文件的吗？,negative,1726237235016,1687237950000,normal,3.8万,537
644085280000000027000968,有没有安卓手机免费用的,positive,1726237235016,1687118535000,normal,3.8万,537
644085280000000027000968,哪个是免费的？,positive,1726237235016,1686928687000,normal,3.8万,537
644085280000000027000968,ipad可以用的有哪些呀,neutral,1726237235016,1686805576000,normal,3.8万,537
644085280000000027000968,都是英文,neutral,1726237235016,1686791030000,normal,3.8万,537
644085280000000027000968,mj用不了。。。,negative,1726237235016,1686666492000,normal,3.8万,537
644085280000000027000968,pPLAYGROUND,neutral,1726237235016,1686640745000,normal,3.8万,537
644085280000000027000968,可以商用的吗,positive,1726237235016,1686562346000,normal,3.8万,537
644085280000000027000968,国内腾讯智影也还可以 小程序,neutral,1726237235016,1686557043000,normal,3.8万,537
644085280000000027000968,midjourney太贵了 一个月19.99＄ 玩不起呀,negative,1726237235016,1686490729000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1686489508000,normal,3.8万,537
644085280000000027000968,我只会美图秀秀,positive,1726237235016,1686401731000,normal,3.8万,537
644085280000000027000968,SD yyds！,negative,1726237235016,1686318602000,normal,3.8万,537
644085280000000027000968,问问哪里找安装包？网上搜怕不安全，手机自带的官网找不到,negative,1726237235016,1686129466000,normal,3.8万,537
644085280000000027000968,在哪里下载啊,negative,1726237235016,1686128990000,normal,3.8万,537
644085280000000027000968,我想问下，这些是电脑版的还是手机版的？,neutral,1726237235016,1686075500000,normal,3.8万,537
644085280000000027000968,都要钱吗,negative,1726237235016,1685993769000,normal,3.8万,537
644085280000000027000968,AI绘画的这些软件是不是都要交钱？,negative,1726237235016,1685955826000,normal,3.8万,537
644085280000000027000968,孩子也不用学画画啦吗？,positive,1726237235016,1685943228000,normal,3.8万,537
644085280000000027000968,请问有可以用手机画的吗？,negative,1726237235016,1685897159000,normal,3.8万,537
644085280000000027000968,怎么下呀,neutral,1726237235016,1685893447000,normal,3.8万,537
644085280000000027000968,有下载路径吗？,positive,1726237235016,1685612281000,normal,3.8万,537
644085280000000027000968,Licidpic,neutral,1726237235016,1685588433000,normal,3.8万,537
644085280000000027000968,civitai为什么没得下载呀,negative,1726237235016,1685452621000,normal,3.8万,537
644085280000000027000968,怎么下载啊,negative,1726237235016,1685411268000,normal,3.8万,537
644085280000000027000968,珠宝设计哪个软件好,positive,1726237235016,1685282516000,normal,3.8万,537
644085280000000027000968,电脑软件还是手机软件呀,neutral,1726237235016,1685256885000,normal,3.8万,537
644085280000000027000968,Midjourney真的很强好吧,positive,1726237235016,1685250007000,normal,3.8万,537
644085280000000027000968,太讚了,negative,1726237235016,1685088721000,normal,3.8万,537
644085280000000027000968,SD才是最强的，MJ只是门槛低通用型一些。,negative,1726237235016,1685063832000,normal,3.8万,537
644085280000000027000968,需要电脑吗,neutral,1726237235016,1685025222000,normal,3.8万,537
644085280000000027000968,第一个怎么下载,neutral,1726237235016,1684931171000,normal,3.8万,537
644085280000000027000968,画出来的画版权问题呢？,negative,1726237235016,1684851363000,normal,3.8万,537
644085280000000027000968,@普通小孩,positive,1726237235016,1684847986000,normal,3.8万,537
644085280000000027000968,1我看有中文版啊,positive,1726237235016,1684827224000,normal,3.8万,537
644085280000000027000968,第5款收费吗,negative,1726237235016,1684822524000,normal,3.8万,537
644085280000000027000968,mj不是可以免费试用25次的吗？为啥我的一上来就要钱,negative,1726237235016,1684806712000,normal,3.8万,537
644085280000000027000968,有一个不咋好用但是免费的,neutral,1726237235016,1684760601000,normal,3.8万,537
644085280000000027000968,fy studio,neutral,1726237235016,1684756730000,normal,3.8万,537
644085280000000027000968,画同人图哪个强，没有同人的模型包，或者输入一张图优化图片的，,positive,1726237235016,1684715601000,normal,3.8万,537
644085280000000027000968,Midiourney,neutral,1726237235016,1684683684000,normal,3.8万,537
644085280000000027000968,这个AI真的能淘汰很多的，那么我有机会学插画么？,positive,1726237235016,1684656847000,normal,3.8万,537
644085280000000027000968,有哪个大神指点下如何下载呢,negative,1726237235016,1684582959000,normal,3.8万,537
644085280000000027000968,ai画出来都是可商用的？,positive,1726237235016,1684479053000,normal,3.8万,537
644085280000000027000968,要翻外网吗？,neutral,1726237235016,1684464717000,normal,3.8万,537
644085280000000027000968,playground免费的用过，用它做虚拟人主播特别喜欢，内核是stb1.5,positive,1726237235016,1684422426000,normal,3.8万,537
644085280000000027000968,学ai绘画能赚到钱吗,negative,1726237235016,1684421862000,normal,3.8万,537
644085280000000027000968,midjourney,neutral,1726237235016,1684400206000,normal,3.8万,537
644085280000000027000968,pebblely打开好慢啊,negative,1726237235016,1684382190000,normal,3.8万,537
644085280000000027000968,还有一个叫Yodayo AI 一键出图可以免费生成图片,positive,1726237235016,1684257739000,normal,3.8万,537
644085280000000027000968,这是在哪下载的啊？,negative,1726237235016,1684239308000,normal,3.8万,537
644085280000000027000968,怎么弄啊,negative,1726237235016,1684142813000,normal,3.8万,537
644085280000000027000968,想问一下想让ai在图片上绘画应该那个卷可以呀？,negative,1726237235016,1684136445000,normal,3.8万,537
644085280000000027000968,衣服平面图生成模特图，哪个好,positive,1726237235016,1684061787000,normal,3.8万,537
644085280000000027000968,不错不错，程序猿一名，技术爱好者，没有绘画技能，不过有了AI可以搞一些有意思的事，不是很专业，也不需要专业，可以看看我主页作品,positive,1726237235016,1684035799000,normal,3.8万,537
644085280000000027000968,我想做Ai會說話公仔,negative,1726237235016,1684005533000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1683993144000,normal,3.8万,537
644085280000000027000968,Lucidpic 搜索不出来啊,positive,1726237235016,1683985766000,normal,3.8万,537
644085280000000027000968,2往下都需要梯么,negative,1726237235016,1683946193000,normal,3.8万,537
644085280000000027000968,都可以商用不,neutral,1726237235016,1683945149000,normal,3.8万,537
644085280000000027000968,有免费的推荐没？,neutral,1726237235016,1683888984000,normal,3.8万,537
644085280000000027000968,@小Ｑ 你说的这种吗,positive,1726237235016,1683875904000,normal,3.8万,537
644085280000000027000968,能不能生成自己的人脸,negative,1726237235016,1683863512000,normal,3.8万,537
644085280000000027000968,请问st在哪里输入,negative,1726237235016,1683859864000,normal,3.8万,537
644085280000000027000968,我就想知道这些生成的图片有多少重复率？,negative,1726237235016,1683755519000,normal,3.8万,537
644085280000000027000968,请问怎么安装呀,negative,1726237235016,1683720657000,normal,3.8万,537
644085280000000027000968,个人觉得SD最强，自由度太高了,negative,1726237235016,1683713738000,normal,3.8万,537
644085280000000027000968,码住,negative,1726237235016,1683689312000,normal,3.8万,537
644085280000000027000968,现在还免费吗,positive,1726237235016,1683675253000,normal,3.8万,537
644085280000000027000968,Stable diffusion,neutral,1726237235016,1683383757000,normal,3.8万,537
644085280000000027000968,Mid怎么收费啊,negative,1726237235016,1683381399000,normal,3.8万,537
644085280000000027000968,国内能搜到安装包吗,negative,1726237235016,1683360190000,normal,3.8万,537
644085280000000027000968,文心一格弄的，这不比打游戏有意思,positive,1726237235016,1683359004000,normal,3.8万,537
644085280000000027000968,我试着生成了一下，好丑没你生成的好看啊怎么,negative,1726237235016,1683354770000,normal,3.8万,537
644085280000000027000968,mid怎么样才能使用它啊,negative,1726237235016,1683281622000,normal,3.8万,537
644085280000000027000968,有图层么,neutral,1726237235016,1683266607000,normal,3.8万,537
644085280000000027000968,在哪能下载,negative,1726237235016,1683252458000,normal,3.8万,537
644085280000000027000968,生成的图可商用吗,negative,1726237235016,1683177753000,normal,3.8万,537
644085280000000027000968,有ai绘画软件带教程带全网模型,positive,1726237235016,1683016202000,normal,3.8万,537
644085280000000027000968,Lucid pic,neutral,1726237235016,1682995697000,normal,3.8万,537
644085280000000027000968,朋友们，哪里可以学？,positive,1726237235016,1682988037000,normal,3.8万,537
644085280000000027000968,评论没有更多详细内容。,neutral,1726237235016,1682908603000,normal,3.8万,537
644085280000000027000968,playground,neutral,1726237235016,1682867083000,normal,3.8万,537
644085280000000027000968,请问我想用来设计寝室可以用哪个比较好呀,positive,1726237235016,1682644914000,normal,3.8万,537
644085280000000027000968,图6的软件找不到呢，还有同类的分享一下么,neutral,1726237235016,1682643717000,normal,3.8万,537
644085280000000027000968,Midjourney,neutral,1726237235016,1682602889000,normal,3.8万,537
644085280000000027000968,怎么不推荐我们呜呜呜,neutral,1726237235016,1682583766000,normal,3.8万,537
644085280000000027000968,都是手机端的吗,negative,1726237235016,1682483010000,normal,3.8万,537
644085280000000027000968,请问软件从哪里下载=^_^=,negative,1726237235016,1682424513000,normal,3.8万,537
644085280000000027000968,国内苹果手机app store里面没有midjourney 怎么办,positive,1726237235016,1681952664000,normal,3.8万,537
644085280000000027000968,@阿黎,positive,1726237235016,1716129028000,normal,3.8万,537
644085280000000027000968,@羊不吃葱,neutral,1726237235016,1715268284000,normal,3.8万,537
6436ad98000000001203208f,我在小蓝鸟找人搞了个4.0plus终身 每个月自动帮我续 现在已经完全没有当初的新鲜感了,negative,1726237235022,1682336867000,normal,2.8万,229
6436ad98000000001203208f,这些AI都要用魔法嘛？,positive,1726237235022,1681632070000,normal,2.8万,229
6436ad98000000001203208f,补一个，这个免费的！小程序,neutral,1726237235022,1683896219000,normal,2.8万,229
